iter	RMSE
194	1.829228612
195	1.827226548
196	1.824002704
197	1.818890706
198	1.818132572
199	1.817768274
200	1.81708937
201	1.813470987
202	1.809589618
203	1.808762
204	1.807596218
205	1.803676621
206	1.80289774
207	1.802352925
208	1.798333484
209	1.797728171
210	1.79395746
211	1.792786175
212	1.791835447
213	1.791516088
214	1.788204315
215	1.784970141
216	1.784247831
217	1.781315795
218	1.77854149
219	1.776460229
220	1.771861401
221	1.770108339
222	1.76821335
223	1.767595868
224	1.765605278
225	1.762447115
226	1.762041748
227	1.758238256
228	1.755625782
229	1.751330471
230	1.748311224
231	1.747374639
232	1.745262915
233	1.74163551
234	1.741005305
235	1.737302368
236	1.734702469
237	1.732744816
238	1.729896487
239	1.726141113
240	1.72408855
241	1.721640663
242	1.719796222
243	1.717044267
244	1.712905208
245	1.710268323
246	1.70656844
247	1.706121241
248	1.703252938
249	1.701878002
250	1.69944473
251	1.697222659
252	1.694488162
253	1.691699829
254	1.688171854
255	1.685837465
256	1.682294857
257	1.679597163
258	1.677601954
259	1.676767065
260	1.675917399
261	1.675168017
262	1.673083927
263	1.670099597
264	1.66730781
265	1.664811112
266	1.661342585
267	1.658097945
268	1.65617226
269	1.653883565
270	1.651811048
271	1.649926367
272	1.649403528
273	1.648854695
274	1.646200401
275	1.64352748
276	1.640722105
277	1.640140944
278	1.63948672
279	1.637877646
280	1.635483794
281	1.632159559
282	1.630116271
283	1.629323723
284	1.626161851
285	1.623854698
286	1.621524122
287	1.619560707
288	1.619260232
289	1.617315188
290	1.61652121
291	1.613773661
292	1.611330587
293	1.609200093
294	1.606960952
295	1.605210965
296	1.604749725
297	1.603171459
298	1.599874485
299	1.599131946
300	1.597221069
301	1.596908791
302	1.594937773
303	1.592427372
304	1.591760815
305	1.591466307
306	1.591078409
307	1.589586054
308	1.587288458
309	1.586995223
310	1.586553712
311	1.584955097
312	1.581757418
313	1.581080123
314	1.579442513
315	1.57773745
316	1.576330101
317	1.576108659
318	1.575873786
319	1.575441164
320	1.575095112
321	1.573363754
322	1.571703696
323	1.569850209
324	1.567113342
325	1.566679042
326	1.566433863
327	1.564758554
328	1.56451885
329	1.564311169
330	1.564063945
331	1.563715526
332	1.563518251
333	1.561906586
334	1.561385492
335	1.559661621
336	1.558514578
337	1.556329508
338	1.553688055
339	1.550531273
340	1.547901809
341	1.547216918
342	1.544954764
343	1.544731135
344	1.542059055
345	1.539149635
346	1.537091287
347	1.536462029
348	1.535831061
349	1.534712877
350	1.532045607
351	1.530577724
352	1.528899297
353	1.527332492
354	1.525800973
355	1.525562557
356	1.524167801
357	1.520268439
358	1.51837645
359	1.516128348
360	1.51372056
361	1.512274109
362	1.510182613
363	1.509160025
364	1.508178748
365	1.507949475
366	1.507750287
367	1.506434296
368	1.506207009
369	1.505861498
370	1.505658788
371	1.504689289
372	1.504468274
373	1.504257362
374	1.501463194
375	1.501268309
376	1.501117574
377	1.499666098
378	1.497039947
379	1.496603876
380	1.494085078
381	1.493479896
382	1.491522016
383	1.489405567
384	1.488489179
385	1.487558977
386	1.486839137
387	1.484739815
388	1.484537156
389	1.482688028
390	1.481301471
391	1.479491975
392	1.479321702
393	1.478937863
394	1.477498937
395	1.476245396
396	1.472774103
397	1.472587833
398	1.47140575
399	1.469061831
400	1.468883549
401	1.468172947
402	1.467683884
403	1.46652345
404	1.466328362
405	1.465064376
406	1.464681793
407	1.464213817
408	1.46376829
409	1.463317657
410	1.461654829
411	1.461084583
412	1.458193112
413	1.456575633
414	1.454062211
415	1.453439851
416	1.451885264
417	1.450560493
418	1.449954037
419	1.448988791
420	1.448820388
421	1.447349853
422	1.446600964
423	1.444933797
424	1.444548247
425	1.444379528
426	1.444149776
427	1.443153134
428	1.440826178
429	1.440419843
430	1.438524204
431	1.436357757
432	1.433986164
433	1.433299534
434	1.431150971
435	1.427876137
436	1.427354311
437	1.425525991
438	1.424059093
439	1.423663138
440	1.422519788
441	1.422354618
442	1.421251633
443	1.420381758
444	1.417963927
445	1.417594848
446	1.416227811
447	1.414934999
448	1.412813926
449	1.412649955
450	1.41249431
451	1.410605095
452	1.409714472
453	1.409360822
454	1.409214105
455	1.408125801
456	1.407072204
457	1.406551536
458	1.404606108
459	1.40283657
460	1.401006201
461	1.398816142
462	1.396901882
463	1.396409589
464	1.394678312
465	1.394201473
466	1.392941841
467	1.391759383
468	1.391615093
469	1.391435516
470	1.39025462
471	1.389089437
472	1.388925687
473	1.38718368
474	1.386757952
475	1.384273778
476	1.38170186
477	1.381374368
478	1.380242981
479	1.379978408
480	1.379332996
481	1.377687122
482	1.374842757
483	1.372841262
484	1.371898949
485	1.371252945
486	1.370640134
487	1.369168502
488	1.369027366
489	1.367221088
490	1.365271256
491	1.364534932
492	1.364091142
493	1.363942035
494	1.361878073
495	1.360356486
496	1.360104817
497	1.357367335
498	1.356917135
499	1.355419513
500	1.353781009
501	1.352820417
502	1.352391054
503	1.352230529
504	1.350641938
505	1.348944871
506	1.347395967
507	1.346740368
508	1.346055315
509	1.344163426
510	1.342341097
511	1.341215945
512	1.340454734
513	1.33950541
514	1.338577531
515	1.338420038
516	1.336484855
517	1.336366556
518	1.335955426
519	1.335717166
520	1.334267364
521	1.332524566
522	1.332136639
523	1.331995409
524	1.331602104
525	1.328933703
526	1.328814151
527	1.327430133
528	1.324951288
529	1.323931204
530	1.322104566
531	1.321785908
532	1.32026634
533	1.318595448
534	1.317466729
535	1.317043604
536	1.316368123
537	1.314650346
538	1.314531385
539	1.312435611
540	1.310592556
541	1.310045102
542	1.309065566
543	1.30858899
544	1.307314183
545	1.306786633
546	1.30597702
547	1.303652535
548	1.303198061
549	1.301643117
550	1.300691488
551	1.300345452
552	1.300221492
553	1.299398967
554	1.299267757
555	1.297807812
556	1.296120843
557	1.294654867
558	1.292207329
559	1.291582842
560	1.29001539
561	1.289220081
562	1.286831475
563	1.28640028
564	1.285040718
565	1.284122116
566	1.28327187
567	1.282770406
568	1.280974075
569	1.280611255
570	1.279251501
571	1.278414142
572	1.278307534
573	1.278185708
574	1.277952482
575	1.276249818
576	1.275528
577	1.27542101
578	1.275199274
579	1.274675955
580	1.274540873
581	1.27309012
582	1.271764405
583	1.271276607
584	1.269991433
585	1.268821829
586	1.267730907
587	1.267275813
588	1.266932463
589	1.264675908
590	1.26446926
591	1.263890525
592	1.262850305
593	1.262211809
594	1.260197189
595	1.259993962
596	1.259686754
597	1.257929379
598	1.257344599
599	1.256727762
600	1.255320428
601	1.253093329
602	1.252415632
603	1.251022858
604	1.249532219
605	1.247203301
606	1.246069885
607	1.245443242
608	1.243810648
609	1.242829441
610	1.240772962
611	1.239702327
612	1.239158772
613	1.237905385
614	1.237578235
615	1.236069948
616	1.234709246
617	1.233999527
618	1.232947701
619	1.231921402
620	1.231328432
621	1.230039274
622	1.228548478
623	1.22742829
624	1.226024163
625	1.224822249
626	1.223610509
627	1.221724623
628	1.221125362
629	1.219906787
630	1.218340211
631	1.21633194
632	1.214876147
633	1.21425267
634	1.213153555
635	1.212554019
636	1.211801072
637	1.211332005
638	1.210396108
639	1.209135158
640	1.20703518
641	1.205801266
642	1.204521755
643	1.203360072
644	1.203240212
645	1.201455684
646	1.200725396
647	1.200195246
648	1.199566744
649	1.199043869
650	1.198438142
651	1.197290131
652	1.197170656
653	1.196806074
654	1.195954064
655	1.195559732
656	1.194927373
657	1.194414294
658	1.193692275
659	1.193499775
660	1.193207444
661	1.192615569
662	1.190972278
663	1.190683235
664	1.189445867
665	1.188551115
666	1.18800804
667	1.186907587
668	1.186316083
669	1.185760864
670	1.185220386
671	1.184366474
672	1.183541058
673	1.183316697
674	1.182850727
675	1.18257079
676	1.181904053
677	1.181555807
678	1.180697264
679	1.179193457
680	1.177176818
681	1.176056919
682	1.175520925
683	1.174493023
684	1.173865485
685	1.173539212
686	1.172449152
687	1.171474151
688	1.170598495
689	1.168996928
690	1.168148865
691	1.167105588
692	1.166616258
693	1.166501155
694	1.165883305
695	1.165741636
696	1.165310436
697	1.164179295
698	1.163033926
699	1.161654165
700	1.160672716
701	1.15933171
702	1.157361899
703	1.155716873
704	1.15475533
705	1.15440786
706	1.154037394
707	1.153791685
708	1.152622062
709	1.152127769
710	1.151624142
711	1.151207611
712	1.151110587
713	1.15099218
714	1.150478933
715	1.150024862
716	1.149784318
717	1.149688159
718	1.149588002
719	1.149504725
720	1.148899158
721	1.148143793
722	1.148034628
723	1.147621332
724	1.147384239
725	1.146480879
726	1.145368655
727	1.144696418
728	1.143604149
729	1.142641151
730	1.142549647
731	1.141784632
732	1.141562614
733	1.140547649
734	1.140248487
735	1.139769086
736	1.139662985
737	1.139580533
738	1.13942938
739	1.13789602
740	1.137201347
741	1.136962134
742	1.136304986
743	1.134566774
744	1.134113807
745	1.132575765
746	1.132211214
747	1.131332215
748	1.13111876
749	1.130936968
750	1.12956423
751	1.129125037
752	1.128711355
753	1.128607959
754	1.128441976
755	1.128222083
756	1.128153825
757	1.128063756
758	1.127773145
759	1.126731947
760	1.126483578
761	1.126385864
762	1.125620277
763	1.124672628
764	1.124579377
765	1.124384614
766	1.123081306
767	1.122904381
768	1.122487158
769	1.121604679
770	1.121079074
771	1.120672108
772	1.120128452
773	1.119386516
774	1.117582805
775	1.116736045
776	1.116660636
777	1.115653463
778	1.115496353
779	1.115412525
780	1.114467821
781	1.114069601
782	1.113003041
783	1.112858339
784	1.111213258
785	1.110472967
786	1.110358763
787	1.109408763
788	1.108402016
789	1.108299335
790	1.107665773
791	1.10755716
792	1.107458195
793	1.106135952
794	1.105230358
795	1.104608579
796	1.103772094
797	1.103174671
798	1.102954794
799	1.101980577
800	1.101580733
801	1.10109229
802	1.10074958
803	1.099951681
804	1.098198059
805	1.096673842
806	1.094980266
807	1.094029357
808	1.09244032
809	1.091633016
810	1.090757156
811	1.089311139
812	1.089170397
813	1.087771035
814	1.087381575
815	1.087298798
816	1.085808541
817	1.085484794
818	1.085217951
819	1.084315412
820	1.083392672
821	1.083149844
822	1.082666256
823	1.081284274
824	1.080140896
825	1.07928679
826	1.079214897
827	1.078847638
828	1.077766903
829	1.076841586
830	1.075964848
831	1.075823979
832	1.075478699
833	1.074059747
834	1.073118409
835	1.071807264
836	1.070940382
837	1.07064365
838	1.070561975
839	1.069120119
840	1.068775607
841	1.067866684
842	1.067760853
843	1.06769734
844	1.066341542
845	1.06626987
846	1.065473172
847	1.064867722
848	1.064602818
849	1.063344793
850	1.061965776
851	1.061191886
852	1.060843686
853	1.060115842
854	1.060012949
855	1.059661991
856	1.058819078
857	1.058076223
858	1.057265331
859	1.057028034
860	1.056363112
861	1.055815818
862	1.055062212
863	1.054097953
864	1.05289064
865	1.051872827
866	1.05111211
867	1.050049973
868	1.049915782
869	1.04955417
870	1.048813916
871	1.047891456
872	1.047695817
873	1.047344763
874	1.046403385
875	1.046240784
876	1.04590829
877	1.045312306
878	1.045138871
879	1.044003479
880	1.043325692
881	1.042987132
882	1.042447008
883	1.042300931
884	1.042000202
885	1.041569143
886	1.04043182
887	1.039625987
888	1.038439774
889	1.038112071
890	1.037260127
891	1.037171019
892	1.037092572
893	1.037016192
894	1.03670716
895	1.036241191
896	1.036143049
897	1.035434906
898	1.034161183
899	1.034033843
900	1.033405948
901	1.033091203
902	1.032287057
903	1.03164712
904	1.031571423
905	1.031058117
906	1.030329267
907	1.030086862
908	1.029363661
909	1.028366152
910	1.027529608
911	1.026897533
912	1.026575757
913	1.025894593
914	1.025452397
915	1.024980604
916	1.024660783
917	1.024539338
918	1.023723246
919	1.023608058
920	1.022579529
921	1.02222158
922	1.021506348
923	1.020674415
924	1.020512941
925	1.019739691
926	1.019560615
927	1.019394815
928	1.01898377
929	1.018702973
930	1.018352627
931	1.018017097
932	1.01784617
933	1.017780384
934	1.017686222
935	1.017058217
936	1.016768612
937	1.016682961
938	1.016404487
939	1.015824952
940	1.015176383
941	1.015107678
942	1.015000174
943	1.014774354
944	1.014185202
945	1.013886538
946	1.012644154
947	1.012538631
948	1.011794894
949	1.011696786
950	1.010688054
951	1.010622746
952	1.010323825
953	1.009647111
954	1.008429889
955	1.008156534
956	1.007948476
957	1.007733218
958	1.007187857
959	1.006986684
960	1.006919968
961	1.006863307
962	1.006380693
963	1.00605534
964	1.005465624
965	1.004876417
966	1.003690837
967	1.003374421
968	1.002902102
969	1.002640907
970	1.001818729
971	1.001723834
972	1.00156907
973	1.001479136
974	1.00072168
975	1.000334368
976	1.000269016
977	1.000067668
978	0.9997404409
979	0.9990383239
980	0.9981368261
981	0.9971939823
982	0.9960253794
983	0.9948638515
984	0.994781265
985	0.9945934368
986	0.9940372853
987	0.9937289908
988	0.993645012
989	0.993567472
990	0.9928237326
991	0.9926619334
992	0.9916909989
993	0.9905891983
994	0.9899921138
995	0.9893837662
996	0.9890855167
997	0.9887939685
998	0.9882216431
999	0.9876358486
1000	0.9870497946
1001	0.986397099
1002	0.9858243145
1003	0.9853812952
1004	0.9852338276
1005	0.9850019249
1006	0.984204794
1007	0.9841488607
1008	0.9836524198
1009	0.9829622404
1010	0.9822572767
1011	0.9820622287
1012	0.9819223945
1013	0.9814055562
1014	0.9810562945
1015	0.9805900136
1016	0.9805054875
1017	0.9797213407
1018	0.9787932661
1019	0.9780325339
1020	0.9771658933
1021	0.9762186181
1022	0.9753011667
1023	0.9742491343
1024	0.9739421093
1025	0.9736409619
1026	0.9735570874
1027	0.9725011298
1028	0.9719621592
1029	0.9708947799
1030	0.9703529014
1031	0.9700042593
1032	0.969340002
1033	0.9690104258
1034	0.9687270574
1035	0.9680846386
1036	0.9670969725
1037	0.9661552734
1038	0.9654746917
1039	0.9649488747
1040	0.964882592
1041	0.964622164
1042	0.9639932184
1043	0.9636361249
1044	0.9629410486
1045	0.9624005441
1046	0.9615148428
1047	0.9611810397
1048	0.9609280491
1049	0.9599626825
1050	0.959784751
1051	0.9591879965
1052	0.958668262
1053	0.9586075984
1054	0.958292571
1055	0.9578217589
1056	0.9575333385
1057	0.9574770582
1058	0.9570027475
1059	0.9567678087
1060	0.9564461013
1061	0.9559518769
1062	0.9557960067
1063	0.9550972046
1064	0.9550261012
1065	0.9549513567
1066	0.9539502865
1067	0.9536399085
1068	0.9535825676
1069	0.9534107669
1070	0.9533318524
1071	0.9532577188
1072	0.9526002
1073	0.952440894
1074	0.952387412
1075	0.952078117
1076	0.9515820843
1077	0.9515073446
1078	0.9506586837
1079	0.9504783573
1080	0.9500465217
1081	0.9499857315
1082	0.9496855786
1083	0.9490611255
1084	0.9489280256
1085	0.9486529043
1086	0.9480804555
1087	0.9479508326
1088	0.9477204752
1089	0.9472640734
1090	0.9466516349
1091	0.9459902808
1092	0.945236387
1093	0.9446059404
1094	0.9445485529
1095	0.9435891576
1096	0.9433942943
1097	0.9429487909
1098	0.9428169491
1099	0.9423492396
1100	0.9417250865
1101	0.9415069393
1102	0.9412411752
1103	0.9403718042
1104	0.9401470345
1105	0.9396776266
1106	0.9386942751
1107	0.9382024107
1108	0.9376165677
1109	0.9372805088
1110	0.9372062742
1111	0.9367414505
1112	0.9366096054
1113	0.9361750472
1114	0.9355860505
1115	0.9351292623
1116	0.9350580623
1117	0.9346195075
1118	0.934390036
1119	0.9334405712
1120	0.9332280253
1121	0.9329857963
1122	0.932921859
1123	0.9320147352
1124	0.9317046841
1125	0.9311763068
1126	0.9306476666
1127	0.9300341891
1128	0.9294757111
1129	0.9292511507
1130	0.9291968834
1131	0.9291291701
1132	0.928843987
1133	0.9286931867
1134	0.928530178
1135	0.9284012031
1136	0.9279194387
1137	0.9276862249
1138	0.9276207251
1139	0.9273364453
1140	0.9270370061
1141	0.9265523994
1142	0.926505536
1143	0.9256983638
1144	0.9254713458
1145	0.9250251966
1146	0.9248362259
1147	0.9246988154
1148	0.9242530062
1149	0.9239865257
1150	0.9239413193
1151	0.9236657952
1152	0.9230556008
1153	0.9229979593
1154	0.9229243593
1155	0.9227920911
1156	0.9227257373
1157	0.9225201594
1158	0.9219468855
1159	0.9215149943
1160	0.9211754541
1161	0.9204666063
1162	0.920328886
1163	0.920179299
1164	0.9199047776
1165	0.9197357433
1166	0.919315334
1167	0.9192444297
1168	0.9186983489
1169	0.9185851641
1170	0.917689071
1171	0.9175525798
1172	0.9171037988
1173	0.9168666788
1174	0.9165937229
1175	0.9163934487
1176	0.9162731132
1177	0.9158387135
1178	0.9156469434
1179	0.9153710067
1180	0.9147199781
1181	0.9145387503
1182	0.9138882082
1183	0.9135300549
1184	0.9133303104
1185	0.9125189118
1186	0.9121540759
1187	0.9116435611
1188	0.9112716674
1189	0.9106284961
1190	0.9104626032
1191	0.9097687785
1192	0.9093819638
1193	0.9088564451
1194	0.9084368211
1195	0.908298962
1196	0.9081541843
1197	0.9079641875
1198	0.9074402149
1199	0.9064537763
1200	0.9060568477
1201	0.9058661426
1202	0.9057300136
1203	0.9056856897
1204	0.9053859082
1205	0.9048049878
1206	0.9043133595
1207	0.9041927596
1208	0.903834613
1209	0.9035616643
1210	0.9032727196
1211	0.9027664678
1212	0.9027165873
1213	0.9019487538
1214	0.9018342939
1215	0.9015018355
1216	0.9013215404
1217	0.9004723047
1218	0.9002063313
1219	0.9001501689
1220	0.8998874103
1221	0.8996319872
1222	0.8991871409
1223	0.898800281
1224	0.8983471792
1225	0.8978798418
1226	0.8976377712
1227	0.8975823139
1228	0.8975222729
1229	0.8972664295
1230	0.8970927422
1231	0.8969033987
1232	0.8966344318
1233	0.8958414726
1234	0.8957981076
1235	0.8955654988
1236	0.895397329
1237	0.8953415845
1238	0.8949057573
1239	0.894527567
1240	0.8941785004
1241	0.8941290078
1242	0.8939655815
1243	0.8931989777
1244	0.8930879987
1245	0.8929814306
1246	0.8924581827
1247	0.8921446175
1248	0.8916927264
1249	0.8914447525
1250	0.8912833713
1251	0.8912166207
1252	0.8910742803
1253	0.8908972959
1254	0.8906555961
1255	0.8902219451
1256	0.8897490774
1257	0.8894348165
1258	0.8887867356
1259	0.8883457479
1260	0.8880605361
1261	0.8873406652
1262	0.8863047495
1263	0.8859779612
1264	0.8858176414
1265	0.8854189072
1266	0.8849812306
1267	0.8847475414
1268	0.8846044972
1269	0.8842956698
1270	0.8835904092
1271	0.8834817469
1272	0.8833526473
1273	0.8831681901
1274	0.8829900153
1275	0.8827768382
1276	0.8825997312
1277	0.8824238554
1278	0.8822062613
1279	0.882106219
1280	0.8819833352
1281	0.8817403693
1282	0.8815712728
1283	0.8814716072
1284	0.8812087146
1285	0.8809158511
1286	0.8808721489
1287	0.8806017755
1288	0.8805502708
1289	0.8805082499
1290	0.8801102851
1291	0.8796635549
1292	0.879187161
1293	0.878924795
1294	0.8787904172
1295	0.8783040718
1296	0.8781903918
1297	0.8780826898
1298	0.8777446586
1299	0.8773294594
1300	0.8769489157
1301	0.8767076722
1302	0.8763064911
1303	0.8761343221
1304	0.8759232041
1305	0.8751450079
1306	0.8750253045
1307	0.8746552237
1308	0.8740768899
1309	0.873868485
1310	0.8731385121
1311	0.8728593269
1312	0.8722275808
1313	0.8718125928
1314	0.8713210152
1315	0.8711416985
1316	0.8708619008
1317	0.8707295525
1318	0.8705709518
1319	0.870203112
1320	0.8700151397
1321	0.869395538
1322	0.8691453155
1323	0.8690987828
1324	0.8690568587
1325	0.8688905256
1326	0.8687856712
1327	0.868738246
1328	0.8682764556
1329	0.8680478302
1330	0.8679014525
1331	0.8677436554
1332	0.8675287498
1333	0.8674727549
1334	0.8667802793
1335	0.8667219813
1336	0.8665819517
1337	0.8663717123
1338	0.8661753964
1339	0.8660303873
1340	0.8656724354
1341	0.8656209843
1342	0.8653191586
1343	0.8649750313
1344	0.8645344221
1345	0.8640643001
1346	0.8638228759
1347	0.8635401143
1348	0.8633819583
1349	0.8631922646
1350	0.8630397124
1351	0.8625121378
1352	0.8622393568
1353	0.8620911742
1354	0.8617125921
1355	0.8606861105
1356	0.8605330438
1357	0.8604753799
1358	0.8603670032
1359	0.8598703378
1360	0.8594874982
1361	0.8594403838
1362	0.8593387279
1363	0.8592055217
1364	0.8589572917
1365	0.8584858934
1366	0.8576163303
1367	0.8575226389
1368	0.8574672531
1369	0.8571000399
1370	0.8569854558
1371	0.8567316891
1372	0.8566359217
1373	0.8564811
1374	0.8562307782
1375	0.8560275703
1376	0.8559838201
1377	0.8557178229
1378	0.8551363541
1379	0.8548968863
1380	0.8545362716
1381	0.854442737
1382	0.8542866232
1383	0.8541699541
1384	0.8540825497
1385	0.854035114
1386	0.8539028365
1387	0.8532229807
1388	0.8530314316
1389	0.8528358274
1390	0.8526335835
1391	0.8519892378
1392	0.8513642925
1393	0.8513230559
1394	0.851271102
1395	0.8506791277
1396	0.8505925662
1397	0.8505467938
1398	0.8503994001
1399	0.8499183542
1400	0.849468508
1401	0.8491431715
1402	0.8490331885
1403	0.8483529371
1404	0.8482500554
1405	0.8480041217
1406	0.8477686693
1407	0.8477321463
1408	0.8473880284
1409	0.8470618752
1410	0.8469787541
1411	0.8466588986
1412	0.846608886
1413	0.846526129
1414	0.8461977557
1415	0.8457314178
1416	0.8457014157
1417	0.8455531354
1418	0.8453261411
1419	0.8450820496
1420	0.844868614
1421	0.8443257531
1422	0.8438283151
1423	0.8435604972
1424	0.8434544239
1425	0.8429044496
1426	0.8427242007
1427	0.8425093108
1428	0.8423682065
1429	0.8423289141
1430	0.8419868312
1431	0.8418517307
1432	0.8413644062
1433	0.8410587895
1434	0.8408894081
1435	0.8403303249
1436	0.8402926881
1437	0.8393051097
1438	0.8389904073
1439	0.8389453159
1440	0.8388522946
1441	0.8385345075
1442	0.8384256634
1443	0.8379855627
1444	0.8377699026
1445	0.8375243563
1446	0.8373718847
1447	0.8371751141
1448	0.8370330824
1449	0.8369887963
1450	0.8367706264
1451	0.8366707077
1452	0.8363918261
1453	0.8362238415
1454	0.835701177
1455	0.8353703423
1456	0.8351224897
1457	0.8346604068
1458	0.8346267354
1459	0.8344922197
1460	0.834352963
1461	0.8341984297
1462	0.8339860145
1463	0.8330415759
1464	0.8325847796
1465	0.8324500984
1466	0.8322236621
1467	0.831937833
1468	0.8318317963
1469	0.8316959891
1470	0.8315930541
1471	0.8313650786
1472	0.8311955824
1473	0.8307654239
1474	0.8305691669
1475	0.8305414663
1476	0.8299997057
1477	0.8298637442
1478	0.8295739118
1479	0.8294900234
1480	0.8292420241
1481	0.8292055494
1482	0.8287080443
1483	0.8284743876
1484	0.8283127987
1485	0.8281273801
1486	0.8279097303
1487	0.8277737216
1488	0.8273902966
1489	0.8272539118
1490	0.8271150264
1491	0.8269735834
1492	0.8266985753
1493	0.8266118576
1494	0.826124903
1495	0.8260996525
1496	0.8259282353
1497	0.8258461548
1498	0.8254062051
1499	0.8251891345
1500	0.8250942882
1501	0.8249611626
1502	0.8248016119
1503	0.8246474629
1504	0.8246043428
1505	0.8241407431
1506	0.8235845406
1507	0.8235487166
1508	0.8230293465
1509	0.8229468153
1510	0.8228970283
1511	0.8226399517
1512	0.8226118088
1513	0.8224880383
1514	0.8221138371
1515	0.8220703338
1516	0.8219533032
1517	0.8217203292
1518	0.8215358144
1519	0.8211374532
1520	0.8210267441
1521	0.8207179291
1522	0.8203099722
1523	0.8199581055
1524	0.8195509875
1525	0.8191677292
1526	0.8187562892
1527	0.8183738581
1528	0.8182943904
1529	0.8181574967
1530	0.8179120384
1531	0.8176777556
1532	0.8173293314
1533	0.8168369206
1534	0.81680327
1535	0.8167706172
1536	0.8164225194
1537	0.8160939001
1538	0.8156383469
1539	0.8153640802
1540	0.8149916107
1541	0.8146721643
1542	0.8143287818
1543	0.8139382192
1544	0.8134991223
1545	0.8134034846
1546	0.8132199743
1547	0.8131336819
1548	0.8127473213
1549	0.8127039817
1550	0.8126150941
1551	0.8121996139
1552	0.8117348609
1553	0.8111629835
1554	0.8107452738
1555	0.810201994
1556	0.810025866
1557	0.8097458844
1558	0.809379995
1559	0.8088683532
1560	0.8085833263
1561	0.8081702591
1562	0.807993094
1563	0.8076005962
1564	0.8073093858
1565	0.8069682486
1566	0.8068191134
1567	0.8063353562
1568	0.8060347678
1569	0.8059487379
1570	0.8054748678
1571	0.8050820417
1572	0.8039633487
1573	0.8036788261
1574	0.8023234577
1575	0.801945186
1576	0.8018691611
1577	0.8015391689
1578	0.800465273
1579	0.8001163629
1580	0.7996592175
1581	0.7993030252
1582	0.7980030778
1583	0.7969563967
1584	0.7966302156
1585	0.7964760945
1586	0.7961075088
1587	0.7960789801
1588	0.7948600348
1589	0.7945266046
1590	0.7942550031
1591	0.7941534519
1592	0.7939191227
1593	0.7936348202
1594	0.7933506636
1595	0.793005145
1596	0.7927489055
1597	0.7926650522
1598	0.7924291638
1599	0.7914891662
1600	0.7914007748
1601	0.7904111591
