iter	RMSE
1602	0.7901164251
1603	0.7897872133
1604	0.7896725052
1605	0.7893535975
1606	0.789317047
1607	0.7883523852
1608	0.7880596781
1609	0.7878232279
1610	0.7874230609
1611	0.78738785
1612	0.787223284
1613	0.7869849093
1614	0.7866660847
1615	0.7866085027
1616	0.7853815283
1617	0.7853526997
1618	0.7842239745
1619	0.7839163712
1620	0.7837984179
1621	0.7829086677
1622	0.7818476908
1623	0.781681489
1624	0.7814596823
1625	0.7813590461
1626	0.781249799
1627	0.7809738932
1628	0.7806802348
1629	0.7803838639
1630	0.7799856106
1631	0.7791279613
1632	0.7789115963
1633	0.7781801605
1634	0.7780537258
1635	0.7777820037
1636	0.7774059224
1637	0.7768479068
1638	0.7760387988
1639	0.7758756201
1640	0.7756062006
1641	0.7749588107
1642	0.7744153642
1643	0.7742108028
1644	0.7740898978
1645	0.7737825442
1646	0.7735015695
1647	0.773427834
1648	0.7733494516
1649	0.7731703948
1650	0.7729245384
1651	0.7727288042
1652	0.772372138
1653	0.7721160048
1654	0.7718547573
1655	0.7717787734
1656	0.7717521854
1657	0.7716179904
1658	0.7714733823
1659	0.7712269866
1660	0.7700822508
1661	0.7698618765
1662	0.7695718996
1663	0.769521465
1664	0.7691878069
1665	0.7691096348
1666	0.7690425835
1667	0.7681116348
1668	0.7680099232
1669	0.7677530113
1670	0.7666603405
1671	0.7664215136
1672	0.7662414809
1673	0.7660713619
1674	0.7658804513
1675	0.7655496088
1676	0.7655198344
1677	0.7652951391
1678	0.7649849786
1679	0.7641987132
1680	0.7639472721
1681	0.7637955259
1682	0.7636993902
1683	0.7635208338
1684	0.7633495584
1685	0.7632576543
1686	0.7632294991
1687	0.7631152494
1688	0.7630380544
1689	0.7629520128
1690	0.7627128868
1691	0.7624863044
1692	0.7623236054
1693	0.7622891852
1694	0.7619974889
1695	0.7619215226
1696	0.7617546574
1697	0.7615315849
1698	0.7613614522
1699	0.7612653722
1700	0.7607827713
1701	0.7606816562
1702	0.7605751785
1703	0.7603062411
1704	0.7596337213
1705	0.7594654865
1706	0.7592574121
1707	0.7590848061
1708	0.7590015935
1709	0.7580316543
1710	0.7577059561
1711	0.7576755429
1712	0.7572380079
1713	0.7570095611
1714	0.7568508795
1715	0.7566957866
1716	0.7565909292
1717	0.7563173568
1718	0.7560472598
1719	0.7559554721
1720	0.7559258944
1721	0.7558374718
1722	0.7557462446
1723	0.7556467932
1724	0.7547576034
1725	0.7545575383
1726	0.7545364168
1727	0.7544502154
1728	0.7542271518
1729	0.7540882165
1730	0.7538225113
1731	0.7538029759
1732	0.7527745221
1733	0.7517815472
1734	0.751650475
1735	0.7513383364
1736	0.7512466917
1737	0.7510245675
1738	0.7503274907
1739	0.7500243337
1740	0.7492127068
1741	0.748896368
1742	0.7486432148
1743	0.7485601324
1744	0.7484898231
1745	0.7479330828
1746	0.7477931177
1747	0.7476014669
1748	0.74750891
1749	0.7473547014
1750	0.7471443547
1751	0.7468962844
1752	0.74665816
1753	0.746567927
1754	0.7463634718
1755	0.746289003
1756	0.7461711626
1757	0.7459823608
1758	0.7459511062
1759	0.7457477072
1760	0.7448427621
1761	0.7447059402
1762	0.7445793038
1763	0.7437218381
1764	0.7435021316
1765	0.7432577318
1766	0.7431345855
1767	0.7429315637
1768	0.7426574019
1769	0.7425752265
1770	0.7424285109
1771	0.7422879872
1772	0.7422029184
1773	0.7421301513
1774	0.7420050114
1775	0.7419836389
1776	0.7415246483
1777	0.7412966322
1778	0.7411100032
1779	0.7409332
1780	0.7406884282
1781	0.7406627932
1782	0.7406384371
1783	0.7406211822
1784	0.7404043411
1785	0.7401410911
1786	0.7399489577
1787	0.7398414274
1788	0.7395771392
1789	0.7393493121
1790	0.739047721
1791	0.738886232
1792	0.7386635611
1793	0.7382942675
1794	0.7380970074
1795	0.737619732
1796	0.7373365113
1797	0.7373129297
1798	0.7372890048
1799	0.7372062243
1800	0.736964846
1801	0.7368421907
1802	0.7366125848
1803	0.7365333037
1804	0.7360999184
1805	0.7359589765
1806	0.7357255729
1807	0.7355942308
1808	0.7353587467
1809	0.7349219817
1810	0.7340754874
1811	0.7338604406
1812	0.7338372934
1813	0.7337146126
1814	0.7336272008
1815	0.7334217317
1816	0.7332733204
1817	0.7330412518
1818	0.7328009965
1819	0.7325947495
1820	0.7324033653
1821	0.7323554785
1822	0.7322699264
1823	0.7321231038
1824	0.7319168296
1825	0.7316897635
1826	0.7314689427
1827	0.7313845992
1828	0.7311684483
1829	0.7310935436
1830	0.7309207609
1831	0.7307227552
1832	0.7306959011
1833	0.7302981387
1834	0.7299074883
1835	0.7297850496
1836	0.7296776755
1837	0.7294104816
1838	0.7292735209
1839	0.7292386851
1840	0.7289771201
1841	0.7288334769
1842	0.7286381329
1843	0.7284115579
1844	0.7283288533
1845	0.7282151753
1846	0.7280227262
1847	0.7279205275
1848	0.7278128914
1849	0.7275811187
1850	0.7275600725
1851	0.7275376572
1852	0.7273978809
1853	0.7273012438
1854	0.7271159209
1855	0.7269229144
1856	0.7265261922
1857	0.7265046307
1858	0.7264883957
1859	0.7264656887
1860	0.7262706892
1861	0.7261875924
1862	0.7260215838
1863	0.7259464864
1864	0.7258995397
1865	0.7250358456
1866	0.7248366244
1867	0.7248044576
1868	0.7245844922
1869	0.7245027727
1870	0.7242228024
1871	0.7240427845
1872	0.7233737666
1873	0.7231664148
1874	0.7229884494
1875	0.7227976802
1876	0.7227014819
1877	0.7223894238
1878	0.7223700763
1879	0.7213482909
1880	0.7211461713
1881	0.7210146431
1882	0.7204953268
1883	0.7203836582
1884	0.720067829
1885	0.7199219508
1886	0.7198795118
1887	0.7197476488
1888	0.7196788994
1889	0.7195283725
1890	0.7189624451
1891	0.7188533848
1892	0.7187542434
1893	0.7185681201
1894	0.7183690072
1895	0.7175609931
1896	0.717488082
1897	0.7165184707
1898	0.7158071175
1899	0.7152299386
1900	0.7150516721
1901	0.7148533521
1902	0.7142723222
1903	0.7140601214
1904	0.7134719059
1905	0.7133031567
1906	0.7132816547
1907	0.7130363405
1908	0.7128567444
1909	0.7120686857
1910	0.7118880952
1911	0.7111757022
1912	0.7105649516
1913	0.7103850705
1914	0.7102651844
1915	0.7101109716
1916	0.7095116481
1917	0.7093494659
1918	0.7092081684
1919	0.7090303079
1920	0.7088515083
1921	0.7083485646
1922	0.7081535831
1923	0.7081155841
1924	0.7074558342
1925	0.7073325814
1926	0.7072259654
1927	0.706721037
1928	0.7059830225
1929	0.7058266708
1930	0.7053808388
1931	0.7047699846
1932	0.7046936611
1933	0.7042210327
1934	0.7038007973
1935	0.703599478
1936	0.7033113974
1937	0.703069265
1938	0.7026715244
1939	0.7021072469
1940	0.7018300931
1941	0.7009082848
1942	0.7007253228
1943	0.7003521469
1944	0.6999089995
1945	0.6996728905
1946	0.6994861667
1947	0.6993297133
1948	0.6991784171
1949	0.698751579
1950	0.698587842
1951	0.6983157838
1952	0.6981748073
1953	0.6980239675
1954	0.6979492369
1955	0.697402808
1956	0.6970261751
1957	0.6969545869
1958	0.6967801723
1959	0.6966512051
1960	0.6959529747
1961	0.6957213112
1962	0.6955549209
1963	0.6951955014
1964	0.6950640799
1965	0.6949315207
1966	0.6947534298
1967	0.6945761486
1968	0.6940315257
1969	0.6935931922
1970	0.6934469093
1971	0.6931887609
1972	0.6924025685
1973	0.6919995819
1974	0.6912156888
1975	0.6910744328
1976	0.6909178987
1977	0.690559854
1978	0.6902582809
1979	0.6900518758
1980	0.6898279437
1981	0.6890702094
1982	0.6889098286
1983	0.6887747181
1984	0.6886211015
1985	0.6884756475
1986	0.6883495914
1987	0.688179096
1988	0.6880819352
1989	0.687973213
1990	0.6878366309
1991	0.687707337
1992	0.68766354
1993	0.6876347746
1994	0.6872920733
1995	0.6871522364
1996	0.6866564691
1997	0.6864383641
1998	0.6859478711
1999	0.6858468136
2000	0.6856982358
2001	0.6855524176
2002	0.6854848046
2003	0.685317307
2004	0.6852191872
2005	0.6849337672
2006	0.6848571975
2007	0.6847205613
2008	0.6843374497
2009	0.6834843681
2010	0.6833333742
2011	0.6830616263
2012	0.6826790403
2013	0.6822797885
2014	0.682145503
2015	0.6819182474
2016	0.6816418405
2017	0.681322739
2018	0.6811656944
2019	0.6810319727
2020	0.680826852
2021	0.680708939
2022	0.6805600945
2023	0.6804124204
2024	0.6803173612
2025	0.6801240051
2026	0.6795031185
2027	0.6793904361
2028	0.6793041434
2029	0.6787881021
2030	0.6785146454
2031	0.6783036286
2032	0.6781019537
2033	0.6780321636
2034	0.6779185686
2035	0.6777754879
2036	0.6775553635
2037	0.6774228882
2038	0.6770636073
2039	0.6766949739
2040	0.6765727793
2041	0.6765495792
2042	0.6764402913
2043	0.6762283647
2044	0.6761123527
2045	0.6757570067
2046	0.6755359335
2047	0.6747208486
2048	0.6746902123
2049	0.6745920928
2050	0.674394592
2051	0.6742827058
2052	0.6741403165
2053	0.6740105575
2054	0.6739145886
2055	0.6736808809
2056	0.6735674076
2057	0.6732532033
2058	0.6731729197
2059	0.6730241503
2060	0.6725249089
2061	0.6722047189
2062	0.6715215413
2063	0.6710403197
2064	0.6708360363
2065	0.6707099607
2066	0.6705943141
2067	0.6705225223
2068	0.670390461
2069	0.6703690945
2070	0.6702741699
2071	0.6699152185
2072	0.6698891052
2073	0.6697834387
2074	0.6696900933
2075	0.6695670216
2076	0.6695451708
2077	0.6694182344
2078	0.6693506125
2079	0.6691298044
2080	0.669015163
2081	0.6689586564
2082	0.6688688608
2083	0.6687802343
2084	0.6687089461
2085	0.6685001433
2086	0.6684841315
2087	0.6683197696
2088	0.6682211867
2089	0.6678653235
2090	0.6674210739
2091	0.6673739892
2092	0.6670838924
2093	0.6669529077
2094	0.6667042314
2095	0.6666512819
2096	0.6665155682
2097	0.6661295647
2098	0.6659808503
2099	0.6659128544
2100	0.665819201
2101	0.6657423542
2102	0.6654757068
2103	0.6652502009
2104	0.6651835254
2105	0.6650040629
2106	0.6649099414
2107	0.6644555108
2108	0.6643383855
2109	0.6642270964
2110	0.664212064
2111	0.6641206756
2112	0.6639925158
2113	0.663955215
2114	0.6638459988
2115	0.6637627324
2116	0.663666307
2117	0.6636484846
2118	0.6628635814
2119	0.6627719946
2120	0.6626488412
2121	0.6626034932
2122	0.6625193412
2123	0.6624337471
2124	0.6623189918
2125	0.6622531374
2126	0.6621657272
2127	0.6621038412
2128	0.6620829902
2129	0.6619940218
2130	0.6619834408
2131	0.6617283059
2132	0.6616821191
2133	0.6615628784
2134	0.6615453215
2135	0.6612901675
2136	0.6611721961
2137	0.6609906101
2138	0.6607946461
2139	0.6607348747
2140	0.6607146345
2141	0.6606359363
2142	0.6605823549
2143	0.6605684964
2144	0.6604572009
2145	0.660266313
2146	0.6600619752
2147	0.659926545
2148	0.6597297411
2149	0.6594508645
2150	0.6594068298
2151	0.6593242987
2152	0.6591406623
2153	0.6590178538
2154	0.6589018385
2155	0.6587201498
2156	0.6583844001
2157	0.6582843343
2158	0.6582018327
2159	0.6581021765
2160	0.6580681601
2161	0.6579869796
2162	0.6579044944
2163	0.6578047025
2164	0.6577837687
2165	0.6575518716
2166	0.6574820272
2167	0.6573883622
2168	0.6572853951
2169	0.6571338821
2170	0.6570668238
2171	0.656999374
2172	0.6569105452
2173	0.6565654593
2174	0.6564769279
2175	0.6562776064
2176	0.65625962
2177	0.6561973776
2178	0.656105092
2179	0.6559014314
2180	0.6558077401
2181	0.6556671891
2182	0.6556001525
2183	0.6555467423
2184	0.6553635
2185	0.6551900954
2186	0.6550935367
2187	0.6549445473
2188	0.6547488129
2189	0.6546602397
2190	0.6545807422
2191	0.6545038324
2192	0.6543364194
2193	0.6541709166
2194	0.6538488756
2195	0.6537968172
2196	0.6536083733
2197	0.6535700065
2198	0.6535547555
2199	0.6533883341
2200	0.6532897108
2201	0.6531114398
2202	0.652954753
2203	0.652852133
2204	0.6527051741
2205	0.6526241218
2206	0.6523164774
2207	0.6522349038
2208	0.6521733595
2209	0.6518925288
2210	0.6517528491
2211	0.65148767
2212	0.6514208776
2213	0.6514019359
2214	0.6511544548
2215	0.6510541877
2216	0.6508853004
2217	0.6508059661
2218	0.6507828953
2219	0.6507009137
2220	0.6506076791
2221	0.6505312289
2222	0.6504947627
2223	0.6503984559
2224	0.650366595
2225	0.6502027072
2226	0.6501112083
2227	0.6500215371
2228	0.6499031823
2229	0.6497595933
2230	0.6496859152
2231	0.6495129632
2232	0.6494501574
2233	0.6493740929
2234	0.6492262271
2235	0.6491372417
2236	0.6490727063
2237	0.6487443315
2238	0.6486840385
2239	0.6484967353
2240	0.6483589511
2241	0.648228625
2242	0.6480690123
2243	0.6480054973
2244	0.6479680752
2245	0.6477546258
2246	0.6475857049
2247	0.6475222538
2248	0.6473660829
2249	0.6472510735
2250	0.6471690476
2251	0.6468867589
2252	0.6467966413
2253	0.6466299582
2254	0.6465636117
2255	0.6464104266
2256	0.6463237074
2257	0.6461971276
2258	0.6460455191
2259	0.6458684884
2260	0.6455850679
2261	0.6453631733
2262	0.6452795389
2263	0.6451981447
2264	0.6451632751
2265	0.6451052203
2266	0.6450189382
2267	0.6447708808
2268	0.6446762481
2269	0.6445317151
2270	0.6445156415
2271	0.6444382183
2272	0.6443848119
2273	0.6442968942
2274	0.6442172773
2275	0.6441494383
2276	0.6440825094
2277	0.6439413782
2278	0.6437100364
2279	0.6435363308
2280	0.6434347893
2281	0.6433061626
2282	0.6431739554
2283	0.6430916909
2284	0.6430776237
2285	0.6423794208
2286	0.642128274
2287	0.642040422
2288	0.6419820212
2289	0.641904154
2290	0.641832371
2291	0.6416457309
2292	0.6416151637
2293	0.6415555695
2294	0.6414971002
2295	0.6413686318
2296	0.6413179499
2297	0.6411471109
2298	0.640364125
2299	0.6403144048
2300	0.6402575143
2301	0.6401662404
2302	0.6401022157
2303	0.6400310847
2304	0.6399981236
2305	0.6399108195
2306	0.6397873902
2307	0.6394914768
2308	0.6393341894
2309	0.6393181636
2310	0.6392367948
2311	0.6391548237
2312	0.639136315
2313	0.6388725192
2314	0.6383786202
2315	0.6381462585
2316	0.6380845243
2317	0.6380319163
2318	0.6379838482
2319	0.6379113752
2320	0.6378310212
2321	0.6377068016
2322	0.6376424429
2323	0.6375370259
2324	0.6368630687
2325	0.6368441816
2326	0.636775893
2327	0.6367582091
2328	0.6367440725
2329	0.6366709381
2330	0.636520618
2331	0.6364596362
2332	0.6361738828
2333	0.6360960623
2334	0.6359308894
2335	0.6357760371
2336	0.6356969809
2337	0.634904319
2338	0.6348225578
2339	0.6348044862
2340	0.6347204312
2341	0.6345742085
2342	0.6338256413
2343	0.6333567422
2344	0.6331910316
2345	0.633153091
2346	0.6330643996
2347	0.6325393832
2348	0.6317989119
2349	0.6316134402
2350	0.6315369487
2351	0.6314569855
2352	0.6309885017
2353	0.6309247985
2354	0.6306898373
2355	0.6306173632
2356	0.6304896098
2357	0.6300433193
2358	0.629460773
2359	0.6293794425
2360	0.6289379492
2361	0.628531585
2362	0.62824886
2363	0.6280944513
2364	0.6280304736
2365	0.6280169236
2366	0.6279466526
2367	0.6277785417
2368	0.6273785071
2369	0.6266689216
2370	0.6262179806
2371	0.6259484051
2372	0.6252125727
2373	0.6250932136
2374	0.6247008309
2375	0.6243685061
2376	0.6239974993
2377	0.6239489961
2378	0.6237547429
2379	0.6236791116
2380	0.6236474956
2381	0.6234278666
2382	0.6233144561
2383	0.6231729327
2384	0.6224759636
2385	0.6224071291
2386	0.6223305518
2387	0.6222458201
2388	0.6221792942
2389	0.6215505575
2390	0.621435553
2391	0.6213466458
2392	0.6213283736
2393	0.6210242852
2394	0.6209674024
2395	0.6208042956
2396	0.6207441738
2397	0.620634354
2398	0.6202380179
2399	0.6201643555
2400	0.6199974382
2401	0.619485407
2402	0.6194305386
2403	0.6191705007
2404	0.6191537341
2405	0.6190593333
2406	0.6190480308
2407	0.6183814322
2408	0.6180917545
2409	0.617970345
2410	0.6179209074
2411	0.6176571562
2412	0.6172633481
2413	0.6171937088
2414	0.6171650319
2415	0.6171176304
2416	0.6170537696
2417	0.6169921026
2418	0.6169311436
2419	0.6166879628
2420	0.6163563715
2421	0.6163289214
2422	0.6160156841
2423	0.6159355188
2424	0.6155876133
2425	0.6153464936
2426	0.6153201788
2427	0.6153063076
2428	0.6149294531
2429	0.6148469276
2430	0.6147674708
2431	0.6147432007
2432	0.6146258846
2433	0.6143097549
2434	0.6142372236
2435	0.6142254124
2436	0.6140012306
2437	0.6139500284
2438	0.6139035355
2439	0.6138673486
2440	0.6137080473
2441	0.6136334587
2442	0.6135762867
2443	0.6134815087
2444	0.6133701808
2445	0.6132887427
2446	0.6130357699
2447	0.6129527512
2448	0.6127397114
2449	0.6125118693
2450	0.6124790687
2451	0.6124106801
2452	0.6122814676
2453	0.6121542081
2454	0.6119647947
2455	0.6118806179
2456	0.6116898214
2457	0.6116217664
2458	0.611507196
2459	0.6114311123
2460	0.6112625685
2461	0.6111048728
2462	0.6109911845
2463	0.610962359
2464	0.6107966594
2465	0.6106868534
2466	0.6106355942
2467	0.6105216149
2468	0.6104449073
2469	0.6103134795
2470	0.6102975886
2471	0.6102700255
2472	0.6096280322
2473	0.6096118177
2474	0.6096006499
2475	0.6095570854
2476	0.6094568829
2477	0.6093367475
2478	0.6091641678
2479	0.6090416314
2480	0.6089769743
2481	0.6089278312
2482	0.6084381305
2483	0.6083664209
2484	0.608044035
2485	0.6078587803
2486	0.6078066405
2487	0.6077014237
2488	0.6076265545
2489	0.6075716896
2490	0.607339152
2491	0.6072005943
2492	0.6071846487
2493	0.6071333934
2494	0.6068494899
2495	0.6067788358
2496	0.6066367999
2497	0.6065262287
2498	0.6064144981
2499	0.6062653883
2500	0.6060019731
2501	0.6057650342
2502	0.6056887982
2503	0.6054203227
2504	0.6051794384
2505	0.6051186545
2506	0.6050688264
2507	0.6049540386
2508	0.6048225157
2509	0.6046932767
2510	0.6045686889
2511	0.6043783004
2512	0.6040632535
2513	0.6039506503
2514	0.6037626688
2515	0.6030988521
2516	0.6030204225
2517	0.6028922053
2518	0.6025109534
2519	0.6024639745
2520	0.6024476781
2521	0.6021755593
2522	0.6015942747
2523	0.6009642018
2524	0.6006789869
2525	0.6005450896
2526	0.6004542955
2527	0.5998905545
2528	0.599704237
2529	0.5996264146
2530	0.5992814574
2531	0.5992237959
2532	0.5990835865
2533	0.5989500835
2534	0.5988441909
2535	0.5985848068
2536	0.5983137991
2537	0.5982377471
2538	0.5980005138
2539	0.5978755781
2540	0.5974488515
2541	0.5974359888
2542	0.5973697374
2543	0.5969995743
2544	0.5965960774
2545	0.5965358399
2546	0.5964686897
2547	0.596208578
2548	0.596161797
2549	0.5960964786
2550	0.5958098507
2551	0.5957495858
2552	0.5956523377
2553	0.5956182376
2554	0.5954810462
2555	0.5953098758
2556	0.5952166783
2557	0.5949428176
2558	0.5949172509
2559	0.5946929945
2560	0.5941851033
2561	0.594086238
2562	0.5940612889
2563	0.5940065128
2564	0.5939923202
2565	0.593772941
2566	0.593704307
2567	0.5936914811
2568	0.5935696628
2569	0.5934444361
2570	0.593180449
2571	0.5929333963
2572	0.5924588416
2573	0.5924160494
2574	0.5923447758
2575	0.592322099
2576	0.5921658195
2577	0.5920906437
2578	0.5920419554
2579	0.5918074652
2580	0.5916850272
2581	0.5915575258
2582	0.5914606079
2583	0.5913924399
2584	0.5913006141
2585	0.5912323642
2586	0.5909302889
2587	0.5908086827
2588	0.5907521174
2589	0.5902199401
2590	0.59020545
2591	0.5900021703
2592	0.5898065297
2593	0.589684651
2594	0.5895572019
2595	0.5894910835
2596	0.5891827221
2597	0.5889627263
2598	0.5888877353
2599	0.5888009609
2600	0.5885856232
2601	0.5879976189
2602	0.5878227633
2603	0.5878097565
2604	0.5877574301
2605	0.5875579223
2606	0.5873288835
2607	0.5870714919
2608	0.5869704589
2609	0.5868900022
2610	0.5866759551
2611	0.5866445311
2612	0.5865820953
2613	0.5865691886
2614	0.5860645897
2615	0.5859706302
2616	0.5859478426
2617	0.5858852721
2618	0.5858254512
2619	0.5852718417
2620	0.5852186137
2621	0.5851142303
2622	0.5846754122
2623	0.5846266944
2624	0.5844927131
2625	0.5844227696
2626	0.5842644518
2627	0.5841470605
2628	0.5839803472
2629	0.5838771314
2630	0.583809073
2631	0.5837566726
2632	0.583370386
2633	0.5833473886
2634	0.5832807972
2635	0.5832175357
2636	0.5831491022
2637	0.5829211583
2638	0.5828720435
2639	0.5828202331
2640	0.5827445987
2641	0.5826698405
2642	0.582560472
2643	0.5825502722
2644	0.5824879355
2645	0.5824247473
2646	0.5823115216
2647	0.5821019548
2648	0.5820461927
2649	0.5819924661
2650	0.5817747949
2651	0.5816874256
2652	0.5816317949
2653	0.5815486614
2654	0.5815036275
2655	0.5814387119
2656	0.5812156282
2657	0.5811667863
2658	0.5811555233
2659	0.5811164726
2660	0.5810761148
2661	0.580991663
2662	0.5805616989
2663	0.5803485685
2664	0.5803153055
2665	0.5802651703
2666	0.5801234192
2667	0.5799369616
2668	0.5799251732
2669	0.5798687435
2670	0.5798439757
2671	0.5798229993
2672	0.5797114439
2673	0.5794803781
2674	0.5793681644
2675	0.5792223925
2676	0.5791688377
2677	0.5790409838
2678	0.5788281865
2679	0.57859132
2680	0.5785405905
2681	0.5784327123
2682	0.5783314617
2683	0.5782693547
2684	0.5781961204
2685	0.578149688
2686	0.5781299289
2687	0.5779682918
2688	0.5779170676
2689	0.5778731622
2690	0.5777685326
2691	0.5776833331
2692	0.577618183
2693	0.5775567479
2694	0.5774932147
2695	0.5774064221
2696	0.5773274853
2697	0.5772696619
2698	0.5768423014
2699	0.5767894669
2700	0.5767157473
2701	0.5766514352
2702	0.5765824476
2703	0.5764765179
2704	0.5763538919
2705	0.5763376858
2706	0.5762884699
2707	0.576187435
2708	0.5761505968
2709	0.5761403846
2710	0.5760514732
2711	0.5759722775
2712	0.5757501124
2713	0.5756925414
2714	0.5756527253
2715	0.575496622
2716	0.5754547899
2717	0.5753119638
2718	0.5752449646
2719	0.5751783058
2720	0.5751062312
2721	0.5749771464
2722	0.5746597493
2723	0.5745301737
2724	0.5743600491
2725	0.5742937946
2726	0.5742313042
2727	0.5741663244
2728	0.5741208688
2729	0.5740036334
2730	0.5739375436
2731	0.5738931297
2732	0.5735836869
2733	0.5734341308
2734	0.5733088607
2735	0.5732652986
2736	0.5732129958
2737	0.5730714785
2738	0.5730085102
2739	0.5729605106
2740	0.5729151239
2741	0.5729038569
2742	0.5728084276
2743	0.572751138
2744	0.5726438429
2745	0.5725271898
2746	0.5724589382
2747	0.5723993539
2748	0.5722578438
2749	0.5719465532
2750	0.5718237371
2751	0.5718005791
2752	0.5717055732
2753	0.5716145596
2754	0.571602858
2755	0.5713867499
2756	0.5713313045
2757	0.5713007313
2758	0.5712483889
2759	0.5711210648
2760	0.5710976973
2761	0.5709799803
2762	0.5708311751
2763	0.57041844
2764	0.5703609939
2765	0.5701379423
2766	0.5700459391
2767	0.5699623461
2768	0.5694247138
2769	0.5693346386
2770	0.5692905124
2771	0.5692580368
2772	0.569205179
2773	0.569146303
2774	0.5689855997
2775	0.5686994618
2776	0.5686674666
2777	0.568649694
2778	0.5685998375
2779	0.5685372395
2780	0.5685052905
2781	0.5684628368
2782	0.5683752807
2783	0.5682432461
2784	0.5681434226
2785	0.5680799072
2786	0.5675421357
2787	0.5675021431
2788	0.567454713
2789	0.5673907798
2790	0.5673416981
2791	0.5672356262
2792	0.5671153087
2793	0.5670813145
2794	0.5668944027
2795	0.5666405677
2796	0.5664218542
2797	0.5663997695
2798	0.5662956936
2799	0.566280343
2800	0.5662281606
2801	0.5660830084
2802	0.5660094701
2803	0.5659925025
2804	0.5657253067
2805	0.5656735927
2806	0.5655927838
2807	0.5655700477
2808	0.5655062788
2809	0.5654673484
2810	0.5654570607
2811	0.5654231519
2812	0.5654114898
2813	0.564896396
2814	0.5647937103
2815	0.564640282
2816	0.5645913329
2817	0.5645605547
2818	0.564273376
2819	0.5642229908
2820	0.5640216616
2821	0.5638956371
2822	0.5637478655
2823	0.56366949
2824	0.5636233751
2825	0.5634016314
2826	0.5633389762
2827	0.5632332876
2828	0.5631949333
2829	0.563158864
2830	0.5629520171
2831	0.5629396847
2832	0.5625863621
2833	0.5623931269
2834	0.5622960375
2835	0.5621495204
2836	0.5621320395
2837	0.5621220098
2838	0.5620837657
2839	0.562010093
2840	0.5617804625
2841	0.5616436456
2842	0.5614645309
2843	0.5613303539
2844	0.5611743603
2845	0.5609601753
2846	0.5609215934
2847	0.5608774268
2848	0.5608391817
2849	0.5607912348
2850	0.5607050545
2851	0.5606335432
2852	0.560528434
2853	0.5600127686
2854	0.5599153421
2855	0.5597652993
2856	0.559434154
2857	0.5593026912
2858	0.5592582563
2859	0.5589164364
2860	0.5588226514
2861	0.5586548719
2862	0.5583968452
2863	0.5583523075
2864	0.5583196147
2865	0.5581197908
2866	0.5580602195
2867	0.5579213654
2868	0.5577661545
2869	0.5577586348
2870	0.5577212008
2871	0.5576257517
2872	0.5575654524
2873	0.5575190533
2874	0.5574488421
2875	0.5573759543
2876	0.5573331435
2877	0.5571547332
2878	0.5571412515
2879	0.5570936141
2880	0.5570498049
2881	0.5568431583
2882	0.5568075165
2883	0.5567743094
2884	0.5566988403
2885	0.5564978814
2886	0.5564288184
2887	0.5563094848
2888	0.5562999218
2889	0.556186643
2890	0.5560809242
2891	0.5560161635
2892	0.5555712589
2893	0.5555514419
2894	0.5554920401
2895	0.5554242813
2896	0.5553520773
2897	0.555102881
2898	0.5548363616
2899	0.5546696514
2900	0.5546102793
2901	0.5545481245
2902	0.5545327553
2903	0.5545220045
2904	0.5545032836
2905	0.5544395098
2906	0.5543034999
2907	0.5542272476
2908	0.5541715416
2909	0.5541234196
2910	0.5540607188
2911	0.5539600428
2912	0.553826506
2913	0.5537427366
2914	0.5535923102
2915	0.5535302308
2916	0.55345808
2917	0.553153002
2918	0.5531028931
2919	0.5530904232
2920	0.5529300951
2921	0.5525032679
2922	0.5524396508
2923	0.5523814278
2924	0.5523501
2925	0.5523377898
2926	0.5521482838
2927	0.5520627839
2928	0.5520500334
2929	0.5518407724
2930	0.5517408029
2931	0.5515564799
2932	0.5514033929
2933	0.5513319181
2934	0.5512715229
2935	0.5511215029
2936	0.5509907272
2937	0.5509494235
2938	0.5508061219
2939	0.5507495025
2940	0.550691962
2941	0.5505524185
2942	0.5503776277
2943	0.5503297715
2944	0.5502983998
2945	0.5502424185
2946	0.5501903224
2947	0.5499969386
2948	0.549870321
2949	0.5497575965
2950	0.5495305863
2951	0.5494806873
2952	0.5492795342
2953	0.549074935
2954	0.5490389048
2955	0.5488879743
2956	0.5487643701
2957	0.5487024811
2958	0.5486732675
2959	0.5486198808
2960	0.5485081014
2961	0.5484497491
2962	0.5483809393
2963	0.5483236258
2964	0.5482576915
2965	0.5480652247
2966	0.5480105041
2967	0.5479912583
2968	0.5479442331
2969	0.5478656618
2970	0.5478417571
2971	0.5473526834
2972	0.5473110903
2973	0.5472109614
2974	0.5469172573
2975	0.5468784648
2976	0.5468502799
2977	0.546723202
2978	0.5466276026
2979	0.5465588143
2980	0.5463844882
2981	0.546333878
2982	0.546239932
2983	0.5461489393
2984	0.5460881628
2985	0.5456415891
2986	0.5454427487
2987	0.5453650186
2988	0.5452050798
2989	0.545039805
2990	0.5449447204
2991	0.5448801324
2992	0.5447111881
2993	0.5447034502
2994	0.5445447015
2995	0.5445314934
2996	0.5444813803
2997	0.5444284422
2998	0.5443769536
2999	0.5439733912
3000	0.5439400014
3001	0.5438847089
3002	0.5438287748
3003	0.5436834648
3004	0.5434990225
3005	0.5434402985
3006	0.5431830078
3007	0.5430754576
3008	0.5429845349
3009	0.5429357873
3010	0.5428928148
3011	0.5428497268
3012	0.542818163
